station_id,date,element,value,mflag,qflag,sflag,obstime,unit
GME00126358,01-01-1901,PRCP,0,,,E,,mm
GME00126358,01-01-1901,SNWD,0,,,E,,varies
GME00127186,01-01-1901,PRCP,20,,,E,,mm
GME00127186,01-01-1901,SNWD,30,,,E,,varies
GME00127354,01-01-1901,TMAX,-36,,,E,,tenths of °C
GME00127354,01-01-1901,TMIN,-129,,,E,,tenths of °C
GME00127354,01-01-1901,PRCP,0,,,E,,mm
GME00127354,01-01-1901,SNWD,100,,,E,,varies
GME00127378,01-01-1901,PRCP,0,,,E,,mm
GME00127378,01-01-1901,SNWD,30,,,E,,varies
GME00127462,01-01-1901,TMAX,-22,,,E,,tenths of °C
GME00127462,01-01-1901,TMIN,-85,,,E,,tenths of °C
GME00127462,01-01-1901,PRCP,0,,,E,,mm
GME00127462,01-01-1901,SNWD,80,,,E,,varies
GME00127486,01-01-1901,PRCP,0,,,E,,mm
GME00127486,01-01-1901,SNWD,0,,,E,,varies
GME00124858,01-01-1901,PRCP,0,,,E,,mm
GME00125014,01-01-1901,PRCP,0,,,E,,mm
GME00125014,01-01-1901,SNWD,10,,,E,,varies
GME00125074,01-01-1901,PRCP,0,,,E,,mm
GME00125218,01-01-1901,TMAX,-54,,,E,,tenths of °C
GME00125218,01-01-1901,TMIN,-101,,,E,,tenths of °C
GME00125218,01-01-1901,PRCP,0,,,E,,mm
GME00125218,01-01-1901,SNWD,0,,,E,,varies
GME00125566,01-01-1901,TMAX,-9,,,E,,tenths of °C
GME00125566,01-01-1901,TMIN,-77,,,E,,tenths of °C
GME00125566,01-01-1901,PRCP,0,,,E,,mm
GME00125806,01-01-1901,TMAX,0,,,E,,tenths of °C
GME00125806,01-01-1901,TMIN,-154,,,E,,tenths of °C
GME00125806,01-01-1901,PRCP,0,,,E,,mm
GME00125806,01-01-1901,SNWD,40,,,E,,varies
GME00126010,01-01-1901,PRCP,11,,,E,,mm
GME00126034,01-01-1901,PRCP,0,,,E,,mm
GME00126250,01-01-1901,PRCP,0,,,E,,mm
GME00123154,01-01-1901,TMAX,-4,,,E,,tenths of °C
GME00123154,01-01-1901,TMIN,-86,,,E,,tenths of °C
GME00123154,01-01-1901,PRCP,0,,,E,,mm
GME00123154,01-01-1901,SNWD,0,,,E,,varies
GME00123310,01-01-1901,PRCP,0,,,E,,mm
GME00123490,01-01-1901,PRCP,0,,,E,,mm
GME00123982,01-01-1901,TMAX,20,,,E,,tenths of °C
GME00123982,01-01-1901,TMIN,-65,,,E,,tenths of °C
GME00123982,01-01-1901,PRCP,9,,,E,,mm
GME00123982,01-01-1901,SNWD,20,,,E,,varies
GME00124114,01-01-1901,TMAX,-9,,,E,,tenths of °C
GME00124114,01-01-1901,TMIN,-66,,,E,,tenths of °C
GME00124114,01-01-1901,PRCP,0,,,E,,mm
GME00124114,01-01-1901,SNWD,0,,,E,,varies
GME00124330,01-01-1901,PRCP,0,,,E,,mm
GME00124486,01-01-1901,TMAX,-35,,,E,,tenths of °C
GME00124486,01-01-1901,TMIN,-71,,,E,,tenths of °C
GME00124486,01-01-1901,PRCP,0,,,E,,mm
GME00124486,01-01-1901,SNWD,0,,,E,,varies
GME00121534,01-01-1901,PRCP,0,,,E,,mm
GME00121534,01-01-1901,SNWD,20,,,E,,varies
GME00121954,01-01-1901,PRCP,0,,,E,,mm
GME00121954,01-01-1901,SNWD,0,,,E,,varies
GME00122374,01-01-1901,PRCP,0,,,E,,mm
GME00122458,01-01-1901,TMAX,58,,,E,,tenths of °C
GME00122458,01-01-1901,TMIN,-16,,,E,,tenths of °C
GME00122458,01-01-1901,PRCP,12,,,E,,mm
GME00122458,01-01-1901,SNWD,0,,,E,,varies
GME00122878,01-01-1901,PRCP,0,,,E,,mm
GME00123034,01-01-1901,PRCP,0,,,E,,mm
GME00123034,01-01-1901,SNWD,80,,,E,,varies
GG000037545,01-01-1901,TMIN,-15,,,r,,tenths of °C
GG000037545,01-01-1901,PRCP,0,,,r,,mm
GG000037545,01-01-1901,TAVG,71,,,r,,varies
GME00102292,01-01-1901,PRCP,0,,,E,,mm
GME00102308,01-01-1901,TMAX,-60,,,E,,tenths of °C
GME00102308,01-01-1901,TMIN,-128,,,E,,tenths of °C
GME00102308,01-01-1901,PRCP,0,,,E,,mm
GME00102308,01-01-1901,SNWD,0,,,E,,varies
GME00102316,01-01-1901,TMAX,31,,,E,,tenths of °C
GME00102316,01-01-1901,TMIN,-31,,,E,,tenths of °C
GME00102316,01-01-1901,PRCP,17,,,E,,mm
GME00102348,01-01-1901,TMAX,-90,,,E,,tenths of °C
GME00102348,01-01-1901,TMIN,-173,,,E,,tenths of °C
GME00102348,01-01-1901,PRCP,0,,,E,,mm
GME00102348,01-01-1901,SNWD,400,,,E,,varies
GME00102380,01-01-1901,TMAX,10,,,E,,tenths of °C
GME00102380,01-01-1901,TMIN,-133,,,E,,tenths of °C
GME00102380,01-01-1901,PRCP,0,,,E,,mm
GME00102380,01-01-1901,SNWD,20,,,E,,varies
GME00102412,01-01-1901,PRCP,15,,,E,,mm
GME00111457,01-01-1901,TMAX,-29,,,E,,tenths of °C
GME00111457,01-01-1901,TMIN,-147,,,E,,tenths of °C
GME00111457,01-01-1901,PRCP,0,,,E,,mm
GME00111457,01-01-1901,SNWD,380,,,E,,varies
GME00114621,01-01-1901,TMAX,-142,,,E,,tenths of °C
GME00114621,01-01-1901,TMIN,-184,,,E,,tenths of °C
GME00114621,01-01-1901,PRCP,0,,,E,,mm
GME00114621,01-01-1901,SNWD,600,,,E,,varies
GME00120994,01-01-1901,PRCP,0,,,E,,mm
GME00121126,01-01-1901,PRCP,0,,,E,,mm
GME00121138,01-01-1901,TMAX,1,,,E,,tenths of °C
GME00121138,01-01-1901,TMIN,-128,,,E,,tenths of °C
GME00121138,01-01-1901,PRCP,5,,,E,,mm
GME00121138,01-01-1901,SNWD,30,,,E,,varies
GME00121258,01-01-1901,TMAX,-74,,,E,,tenths of °C
GME00121258,01-01-1901,TMIN,-135,,,E,,tenths of °C
GME00121258,01-01-1901,PRCP,0,,,E,,mm
GME00121258,01-01-1901,SNWD,0,,,E,,varies
GME00121306,01-01-1901,PRCP,0,,,E,,mm
GME00121306,01-01-1901,SNWD,0,,,E,,varies
FRM00007150,01-01-1901,TMAX,66,,,I,,tenths of °C
FRM00007150,01-01-1901,TMIN,35,,,I,,tenths of °C
FRM00007150,01-01-1901,PRCP,7,,,I,,mm
FR000007354,01-01-1901,TMAX,70,,,I,,tenths of °C
FR000007354,01-01-1901,TMIN,50,,,I,,tenths of °C
FR000007354,01-01-1901,PRCP,0,,,I,,mm
FR000007510,01-01-1901,PRCP,50,,,I,,mm
FR000007560,01-01-1901,PRCP,20,,,I,,mm
FR000007747,01-01-1901,TMAX,121,,,I,,tenths of °C
FR000007747,01-01-1901,TMIN,85,,,I,,tenths of °C
FR000007747,01-01-1901,PRCP,0,,,I,,mm
FR013055001,01-01-1901,TMAX,111,,,E,,tenths of °C
FR013055001,01-01-1901,TMIN,52,,,I,,tenths of °C
FR013055001,01-01-1901,PRCP,0,,,E,,mm
FRE00104883,01-01-1901,PRCP,0,,,E,,mm
FRE00104886,01-01-1901,PRCP,0,,,E,,mm
FRE00104901,01-01-1901,PRCP,8,,,E,,mm
CYE00100074,01-01-1901,TMAX,169,,,E,,tenths of °C
CYE00100074,01-01-1901,TMIN,72,,,E,,tenths of °C
CYE00100074,01-01-1901,PRCP,84,,,E,,mm
CYE00115566,01-01-1901,TMAX,211,,,E,,tenths of °C
CYE00115566,01-01-1901,TMIN,50,,,E,,tenths of °C
CYE00115566,01-01-1901,PRCP,203,,,E,,mm
DA000021100,01-01-1901,TMAX,-23,,,E,,tenths of °C
DA000021100,01-01-1901,TMIN,-60,,,E,,tenths of °C
DA000021100,01-01-1901,PRCP,0,,,E,,mm
DA000021430,01-01-1901,PRCP,0,,,E,,mm
DA000025140,01-01-1901,TMAX,-27,,,E,,tenths of °C
DA000025140,01-01-1901,TMIN,-49,,,E,,tenths of °C
DA000025140,01-01-1901,PRCP,0,,,E,,mm
DA000027080,01-01-1901,TMAX,-26,,,E,,tenths of °C
DA000027080,01-01-1901,TMIN,-60,,,E,,tenths of °C
DA000027080,01-01-1901,PRCP,0,,,E,,mm
DA000030210,01-01-1901,PRCP,13,,,E,,mm
DA000030380,01-01-1901,TMAX,-33,,,E,,tenths of °C
DA000030380,01-01-1901,TMIN,-65,,,E,,tenths of °C
DA000030380,01-01-1901,PRCP,7,,,E,,mm
DA000032030,01-01-1901,TMAX,-18,,,E,,tenths of °C
DA000032030,01-01-1901,TMIN,-49,,I,E,,tenths of °C
DA000032030,01-01-1901,PRCP,18,,,E,,mm
CE000043497,01-01-1901,TMAX,308,,,G,,tenths of °C
CE000043497,01-01-1901,TMIN,232,,,G,,tenths of °C
CE000434730,01-01-1901,TMAX,204,,,G,,tenths of °C
CE000434730,01-01-1901,TMIN,44,,,G,,tenths of °C
EGE00147726,01-01-1901,TMAX,203,,,E,,tenths of °C
EGE00147726,01-01-1901,TMIN,89,,,E,,tenths of °C
EGE00147726,01-01-1901,PRCP,40,,,E,,mm
EGE00147727,01-01-1901,TMAX,180,,,E,,tenths of °C
EGE00147727,01-01-1901,TMIN,90,,,E,,tenths of °C
EGE00147727,01-01-1901,PRCP,0,,,E,,mm
EGE00147732,01-01-1901,TMAX,204,,,E,,tenths of °C
EGE00147732,01-01-1901,TMIN,116,,,E,,tenths of °C
EGE00147732,01-01-1901,PRCP,0,,,E,,mm
EI000003969,01-01-1901,TMAX,78,,,E,,tenths of °C
EI000003969,01-01-1901,TMIN,11,,,E,,tenths of °C
EI000003969,01-01-1901,PRCP,1,,,E,,mm
EI000003980,01-01-1901,PRCP,38,,,E,,mm
EIE00101859,01-01-1901,TMAX,94,,,E,,tenths of °C
EIE00101859,01-01-1901,TMIN,17,,,E,,tenths of °C
EIE00101859,01-01-1901,PRCP,5,,,E,,mm
EN000026242,01-01-1901,TMAX,-127,,,G,,tenths of °C
EN000026242,01-01-1901,TMIN,-195,,,G,,tenths of °C
ENE00100914,01-01-1901,PRCP,0,,,E,,mm
ENE00175035,01-01-1901,TMIN,-169,,,E,,tenths of °C
ENE00175035,01-01-1901,PRCP,1,,,E,,mm
ENE00175039,01-01-1901,PRCP,0,,,E,,mm
ENE00175051,01-01-1901,PRCP,2,,,E,,mm
ENE00175055,01-01-1901,PRCP,0,,,E,,mm
ENE00175063,01-01-1901,TMAX,-127,,,E,,tenths of °C
ENE00175063,01-01-1901,TMIN,-195,,,E,,tenths of °C
ENE00175063,01-01-1901,PRCP,0,,,E,,mm
EZE00100082,01-01-1901,TMAX,-60,,,E,,tenths of °C
EZE00100082,01-01-1901,TMIN,-108,,,E,,tenths of °C
EZE00100082,01-01-1901,PRCP,0,,,E,,mm
GL000004360,01-01-1901,TMAX,-25,,,E,,tenths of °C
GL000004360,01-01-1901,TMIN,-85,,,E,,tenths of °C
GL000004360,01-01-1901,PRCP,0,,,E,,mm
GLE00100981,01-01-1901,TMAX,-70,,,E,,tenths of °C
GLE00100981,01-01-1901,TMIN,-159,,,E,,tenths of °C
GLE00100981,01-01-1901,PRCP,0,,,E,,mm
GM000001153,01-01-1901,TMAX,-71,,I,I,,tenths of °C
GM000001153,01-01-1901,TMIN,-104,,,E,,tenths of °C
GM000001153,01-01-1901,PRCP,0,,,E,,mm
GM000001153,01-01-1901,SNWD,90,,,E,,varies
GM000001474,01-01-1901,TMAX,-45,,,E,,tenths of °C
GM000001474,01-01-1901,TMIN,-98,,,E,,tenths of °C
GM000001474,01-01-1901,PRCP,0,,,E,,mm
GM000001474,01-01-1901,SNWD,40,,,E,,varies
GM000002288,01-01-1901,TMAX,48,,,E,,tenths of °C
GM000002288,01-01-1901,TMIN,-35,,,E,,tenths of °C
GM000002288,01-01-1901,PRCP,0,,,E,,mm
GM000002698,01-01-1901,TMAX,56,,,E,,tenths of °C
GM000002698,01-01-1901,TMIN,-30,,,E,,tenths of °C
GM000002698,01-01-1901,PRCP,0,,,E,,mm
GM000002716,01-01-1901,TMAX,48,,,I,,tenths of °C
GM000002716,01-01-1901,TMIN,-26,,,E,,tenths of °C
GM000002716,01-01-1901,PRCP,0,,,E,,mm
GM000003038,01-01-1901,TMAX,-42,,,E,,tenths of °C
GM000003038,01-01-1901,TMIN,-74,,,E,,tenths of °C
GM000003038,01-01-1901,PRCP,0,,,E,,mm
GM000003038,01-01-1901,SNWD,0,,,E,,varies
GM000003218,01-01-1901,TMAX,-50,,,I,,tenths of °C
GM000003218,01-01-1901,TMIN,-107,,,I,,tenths of °C
GM000003218,01-01-1901,PRCP,0,,,I,,mm
GM000003319,01-01-1901,TMAX,-64,,,I,,tenths of °C
GM000003319,01-01-1901,TMIN,-102,,,I,,tenths of °C
GM000003319,01-01-1901,PRCP,0,,,I,,mm
GM000003342,01-01-1901,TMAX,-67,,,E,,tenths of °C
GM000003342,01-01-1901,TMIN,-126,,,E,,tenths of °C
GM000003342,01-01-1901,PRCP,0,,,E,,mm
GM000003342,01-01-1901,SNWD,0,,,E,,varies
GM000004063,01-01-1901,TMAX,-2,,,I,,tenths of °C
GM000004063,01-01-1901,TMIN,-122,,,I,,tenths of °C
GM000004063,01-01-1901,PRCP,58,,,I,,mm
GM000004155,01-01-1901,TMAX,-47,,,E,,tenths of °C
GM000004155,01-01-1901,TMIN,-145,,,E,,tenths of °C
GM000004155,01-01-1901,PRCP,136,,,E,,mm
GM000004155,01-01-1901,SNWD,800,,,E,,varies
GM000004199,01-01-1901,TMAX,10,,,I,,tenths of °C
GM000004199,01-01-1901,TMIN,-71,,,I,,tenths of °C
GM000004199,01-01-1901,PRCP,35,,,I,,mm
GM000004204,01-01-1901,TMAX,-61,,,E,,tenths of °C
GM000004204,01-01-1901,TMIN,-168,,,E,,tenths of °C
GM000004204,01-01-1901,PRCP,0,,,E,,mm
GM000004204,01-01-1901,SNWD,50,,,E,,varies
GM000010147,01-01-1901,TMAX,-26,,,G,,tenths of °C
GM000010147,01-01-1901,TMIN,-78,,,G,,tenths of °C
GM000010147,01-01-1901,PRCP,0,,,I,,mm
GM000010962,01-01-1901,TMAX,14,,,E,,tenths of °C
GM000010962,01-01-1901,TMIN,-72,,,E,,tenths of °C
GM000010962,01-01-1901,PRCP,25,,,E,,mm
GM000010962,01-01-1901,SNWD,20,,,E,,varies
GME00102220,01-01-1901,TMAX,-15,,,E,,tenths of °C
GME00102220,01-01-1901,TMIN,-75,,,E,,tenths of °C
GME00102220,01-01-1901,PRCP,0,,,E,,mm
GME00102220,01-01-1901,SNWD,0,,,E,,varies
GME00102252,01-01-1901,TMAX,-57,,,E,,tenths of °C
GME00102252,01-01-1901,TMIN,-104,,,E,,tenths of °C
GME00102252,01-01-1901,PRCP,0,,,E,,mm
GME00102252,01-01-1901,SNWD,10,,,E,,varies
HR000142360,01-01-1901,TMAX,33,,,E,,tenths of °C
HR000142360,01-01-1901,TMIN,-89,,,E,,tenths of °C
HR000142360,01-01-1901,PRCP,29,,,E,,mm
HRE00105189,01-01-1901,TMAX,117,,,E,,tenths of °C
HRE00105189,01-01-1901,TMIN,80,,I,E,,tenths of °C
HRE00105189,01-01-1901,PRCP,35,,,E,,mm
HRE00105203,01-01-1901,TMAX,30,,,E,,tenths of °C
HRE00105203,01-01-1901,TMIN,-40,,,E,,tenths of °C
HRE00105203,01-01-1901,PRCP,62,,,E,,mm
HU000012942,01-01-1901,TMAX,43,,,E,,tenths of °C
HU000012942,01-01-1901,TMIN,-78,,,E,,tenths of °C
HU000012942,01-01-1901,PRCP,46,,,E,,mm
HUE00100247,01-01-1901,TMAX,-4,,,E,,tenths of °C
HUE00100247,01-01-1901,TMIN,-92,,,E,,tenths of °C
HUE00100247,01-01-1901,PRCP,19,,,E,,mm
HUE00152440,01-01-1901,TMAX,-90,,,E,,tenths of °C
HUE00152440,01-01-1901,TMIN,-136,,,E,,tenths of °C
HUE00152440,01-01-1901,PRCP,22,,,E,,mm
HUE00152450,01-01-1901,TMAX,-13,,,E,,tenths of °C
HUE00152450,01-01-1901,TMIN,-86,,,E,,tenths of °C
HUE00152450,01-01-1901,PRCP,35,,,E,,mm
HUE00152455,01-01-1901,TMAX,10,,,E,,tenths of °C
HUE00152455,01-01-1901,TMIN,-103,,,E,,tenths of °C
HUE00152455,01-01-1901,PRCP,9,,,E,,mm
IN011030100,01-01-1901,PRCP,51,,,I,,mm
IN011030200,01-01-1901,PRCP,13,,,I,,mm
IN011030800,01-01-1901,PRCP,94,,,I,,mm
IN011030900,01-01-1901,PRCP,76,,,I,,mm
IN011040100,01-01-1901,PRCP,0,,,I,,mm
IN011040300,01-01-1901,PRCP,0,,,I,,mm
IN011050400,01-01-1901,PRCP,0,,,I,,mm
IN011060100,01-01-1901,PRCP,0,,,I,,mm
IN011060201,01-01-1901,PRCP,0,,,I,,mm
IN011060500,01-01-1901,PRCP,381,,,I,,mm
IN011070300,01-01-1901,PRCP,33,,,I,,mm
IN011070400,01-01-1901,PRCP,0,,,I,,mm
IN011071100,01-01-1901,PRCP,51,,,I,,mm
IN011080200,01-01-1901,PRCP,0,,,I,,mm
IN011080500,01-01-1901,PRCP,165,,,I,,mm
IN011090200,01-01-1901,PRCP,0,,,I,,mm
IN011090501,01-01-1901,PRCP,43,,,I,,mm
IN011090600,01-01-1901,PRCP,0,,,I,,mm
IN011101101,01-01-1901,PRCP,46,,,I,,mm
IN011110100,01-01-1901,PRCP,0,,,I,,mm
IN011120900,01-01-1901,PRCP,0,,,I,,mm
IN011130100,01-01-1901,PRCP,0,,,I,,mm
IN011140600,01-01-1901,PRCP,0,,,I,,mm
IN011150700,01-01-1901,PRCP,0,,,I,,mm
IN011150800,01-01-1901,PRCP,0,,,I,,mm
IN011160100,01-01-1901,PRCP,43,,,I,,mm
IN011160200,01-01-1901,PRCP,173,,,I,,mm
IN011160300,01-01-1901,PRCP,81,,,I,,mm
IN011160400,01-01-1901,PRCP,119,,,I,,mm
IN011160500,01-01-1901,PRCP,81,,,I,,mm
IN011170400,01-01-1901,PRCP,0,,,I,,mm
IN011180200,01-01-1901,PRCP,216,,,I,,mm
IN011180301,01-01-1901,PRCP,84,,,I,,mm
IN011180800,01-01-1901,PRCP,122,,,I,,mm
IN011330300,01-01-1901,PRCP,107,,,I,,mm
IN011330800,01-01-1901,PRCP,0,,,I,,mm
IN011330900,01-01-1901,PRCP,8,,,I,,mm
IN011331000,01-01-1901,PRCP,3,,,I,,mm
IN011340100,01-01-1901,PRCP,76,,,I,,mm
IN011340500,01-01-1901,PRCP,41,,,I,,mm
IN011340600,01-01-1901,PRCP,0,,,I,,mm
IN011350700,01-01-1901,PRCP,0,,,I,,mm
IN011360600,01-01-1901,PRCP,0,,,I,,mm
IN011360700,01-01-1901,PRCP,127,,,I,,mm
IN011370101,01-01-1901,PRCP,229,,,I,,mm
IN011380100,01-01-1901,PRCP,0,,,I,,mm
IN011380200,01-01-1901,PRCP,0,,,I,,mm
IN011391300,01-01-1901,PRCP,0,,,I,,mm
IN011400300,01-01-1901,PRCP,254,,,I,,mm
IN012010100,01-01-1901,PRCP,0,,,I,,mm
IN012010101,01-01-1901,PRCP,0,,,I,,mm
IN012010201,01-01-1901,PRCP,0,,,I,,mm
IN012010300,01-01-1901,PRCP,0,,,I,,mm
IN012010400,01-01-1901,PRCP,0,,,I,,mm
IN012010500,01-01-1901,PRCP,0,,,I,,mm
IN012010501,01-01-1901,PRCP,0,,,I,,mm
IN012010600,01-01-1901,PRCP,0,,,I,,mm
IN012010700,01-01-1901,PRCP,0,,,I,,mm
IN012010701,01-01-1901,PRCP,0,,,I,,mm
IN012010702,01-01-1901,PRCP,0,,,I,,mm
IN012020100,01-01-1901,PRCP,0,,,I,,mm
IN012020101,01-01-1901,PRCP,0,,,I,,mm
IN012020102,01-01-1901,PRCP,0,,,I,,mm
IN012020200,01-01-1901,PRCP,0,,,I,,mm
IN012020201,01-01-1901,PRCP,0,,,I,,mm
IN012020300,01-01-1901,PRCP,0,,,I,,mm
IN012020400,01-01-1901,PRCP,0,,,I,,mm
IN012020500,01-01-1901,PRCP,0,,,I,,mm
IN012020501,01-01-1901,PRCP,0,,,I,,mm
IN012020502,01-01-1901,PRCP,0,,,I,,mm
IN012020600,01-01-1901,PRCP,0,,,I,,mm
IN012030500,01-01-1901,PRCP,0,,,I,,mm
IN012030600,01-01-1901,PRCP,0,,,I,,mm
IN012030601,01-01-1901,PRCP,0,,,I,,mm
IN012030700,01-01-1901,PRCP,0,,,I,,mm
IN012030701,01-01-1901,PRCP,0,,,I,,mm
IN012030800,01-01-1901,PRCP,0,,,I,,mm
IN012030801,01-01-1901,PRCP,0,,,I,,mm
IN012030802,01-01-1901,PRCP,0,,,I,,mm
IN011181400,01-01-1901,PRCP,76,,,I,,mm
IN011190300,01-01-1901,PRCP,0,,,I,,mm
IN011190700,01-01-1901,PRCP,0,,,I,,mm
IN011200200,01-01-1901,PRCP,127,,,I,,mm
IN011200300,01-01-1901,PRCP,0,,,I,,mm
IN011200500,01-01-1901,PRCP,231,,,I,,mm
IN011210301,01-01-1901,PRCP,0,,,I,,mm
IN011210401,01-01-1901,PRCP,0,,,I,,mm
IN011210600,01-01-1901,PRCP,0,,,I,,mm
IN011220701,01-01-1901,PRCP,0,,,I,,mm
IN011221301,01-01-1901,PRCP,0,,,I,,mm
IN011230100,01-01-1901,PRCP,0,,,I,,mm
IN011230300,01-01-1901,PRCP,5,,,I,,mm
IN011230400,01-01-1901,PRCP,46,,,I,,mm
IN011240300,01-01-1901,PRCP,0,,,I,,mm
IN011240400,01-01-1901,PRCP,0,,,I,,mm
IN011240800,01-01-1901,PRCP,0,,,I,,mm
IN011250601,01-01-1901,PRCP,0,,,I,,mm
IN011260700,01-01-1901,PRCP,79,,,I,,mm
IN011260800,01-01-1901,PRCP,79,,,I,,mm
IN011280601,01-01-1901,PRCP,445,,,I,,mm
IN011280801,01-01-1901,PRCP,0,,,I,,mm
IN011280900,01-01-1901,PRCP,0,,,I,,mm
IN011290500,01-01-1901,PRCP,0,,,I,,mm
IN011291000,01-01-1901,PRCP,0,,,I,,mm
IN011291100,01-01-1901,PRCP,0,,,I,,mm
IN011300901,01-01-1901,PRCP,0,,,I,,mm
IN011301201,01-01-1901,PRCP,0,,,I,,mm
IN011310600,01-01-1901,PRCP,0,,,I,,mm
IN011310700,01-01-1901,PRCP,0,,,I,,mm
IN011311500,01-01-1901,PRCP,0,,,I,,mm
IN011320100,01-01-1901,PRCP,58,,,I,,mm
IN011320200,01-01-1901,PRCP,218,,,I,,mm
IN012030900,01-01-1901,PRCP,0,,,I,,mm
IN012030901,01-01-1901,PRCP,0,,,I,,mm
IN012031000,01-01-1901,PRCP,0,,,I,,mm
IN012031600,01-01-1901,PRCP,0,,,I,,mm
IN012050200,01-01-1901,PRCP,0,,,I,,mm
IN012050400,01-01-1901,PRCP,0,,,I,,mm
IN012051700,01-01-1901,PRCP,0,,,I,,mm
IN012060600,01-01-1901,PRCP,0,,,I,,mm
IN012070300,01-01-1901,PRCP,0,,,I,,mm
IN012070400,01-01-1901,PRCP,0,,,I,,mm
IN012080300,01-01-1901,PRCP,0,,,I,,mm
IN012080400,01-01-1901,PRCP,0,,,I,,mm
IN012080500,01-01-1901,PRCP,0,,,I,,mm
IN012080600,01-01-1901,PRCP,0,,,I,,mm
IN012080700,01-01-1901,PRCP,0,,,I,,mm
IN012080800,01-01-1901,PRCP,0,,,I,,mm
IN012080801,01-01-1901,PRCP,0,,,I,,mm
IN012080900,01-01-1901,PRCP,0,,,I,,mm
IN012081000,01-01-1901,PRCP,0,,,I,,mm
IN012081100,01-01-1901,PRCP,0,,,I,,mm
IN012090100,01-01-1901,PRCP,0,,,I,,mm
IN012090200,01-01-1901,PRCP,0,,,I,,mm
IN012090300,01-01-1901,PRCP,0,,,I,,mm
IN012090400,01-01-1901,PRCP,0,,,I,,mm
IN012090500,01-01-1901,PRCP,0,,,I,,mm
IN012090600,01-01-1901,PRCP,0,,,I,,mm
IN012091400,01-01-1901,PRCP,0,,,I,,mm
IN012100100,01-01-1901,PRCP,0,,,I,,mm
IN012100200,01-01-1901,PRCP,0,,,I,,mm
IN012100300,01-01-1901,PRCP,0,,,I,,mm
IN012100301,01-01-1901,PRCP,0,,,I,,mm
IN012100400,01-01-1901,PRCP,0,,,I,,mm
IN012100500,01-01-1901,PRCP,0,,,I,,mm
IN012100600,01-01-1901,PRCP,0,,,I,,mm
IN012101001,01-01-1901,PRCP,0,,,I,,mm
IN012110100,01-01-1901,PRCP,0,,,I,,mm
IN012110101,01-01-1901,PRCP,0,,,I,,mm
IN012110102,01-01-1901,PRCP,0,,,I,,mm
IN012110200,01-01-1901,PRCP,0,,,I,,mm
IN012110201,01-01-1901,PRCP,0,,,I,,mm
IN012110202,01-01-1901,PRCP,0,,,I,,mm
IN012110300,01-01-1901,PRCP,0,,,I,,mm
IN012110301,01-01-1901,PRCP,0,,,I,,mm
IN012110400,01-01-1901,PRCP,0,,,I,,mm
IN012110401,01-01-1901,PRCP,0,,,I,,mm
IN012110500,01-01-1901,PRCP,0,,,I,,mm
IN012110501,01-01-1901,PRCP,0,,,I,,mm
IN012110600,01-01-1901,PRCP,0,,,I,,mm
IN012120100,01-01-1901,PRCP,0,,,I,,mm
IN012120500,01-01-1901,PRCP,0,,,I,,mm
IN012121000,01-01-1901,PRCP,0,,,I,,mm
IN012121100,01-01-1901,PRCP,0,,,I,,mm
IN012121200,01-01-1901,PRCP,0,,,I,,mm
IN012121300,01-01-1901,PRCP,0,,,I,,mm
IN012121400,01-01-1901,PRCP,0,,,I,,mm
IN012121500,01-01-1901,PRCP,0,,,I,,mm
IN012121900,01-01-1901,PRCP,0,,,I,,mm
IN012130300,01-01-1901,PRCP,0,,,I,,mm
IN012131000,01-01-1901,PRCP,0,,,I,,mm
IN012131200,01-01-1901,PRCP,0,,,I,,mm
IN012131300,01-01-1901,PRCP,0,,,I,,mm
IN012131400,01-01-1901,PRCP,0,,,I,,mm
IN012131800,01-01-1901,PRCP,0,,,I,,mm
IN012140400,01-01-1901,PRCP,0,,,I,,mm
IN012141000,01-01-1901,PRCP,0,,,I,,mm
IN012141100,01-01-1901,PRCP,0,,,I,,mm
IN012141300,01-01-1901,PRCP,0,,,I,,mm
IN012150300,01-01-1901,PRCP,0,,,I,,mm
IN012160100,01-01-1901,PRCP,0,,,I,,mm
IN012160101,01-01-1901,PRCP,0,,,I,,mm
IN012160200,01-01-1901,PRCP,0,,,I,,mm
IN012160300,01-01-1901,PRCP,0,,,I,,mm
IN012160301,01-01-1901,PRCP,0,,,I,,mm
IN012160302,01-01-1901,PRCP,0,,,I,,mm
IN012160400,01-01-1901,PRCP,0,,,I,,mm
IN012160401,01-01-1901,PRCP,0,,,I,,mm
IN012160500,01-01-1901,PRCP,0,,,I,,mm
IN012160600,01-01-1901,PRCP,0,,,I,,mm
IN012160700,01-01-1901,PRCP,0,,,I,,mm
IN012160800,01-01-1901,PRCP,0,,,I,,mm
IN012160801,01-01-1901,PRCP,0,,,I,,mm
IN012161200,01-01-1901,PRCP,0,,,I,,mm
IN012170300,01-01-1901,PRCP,0,,,I,,mm
IN012190100,01-01-1901,PRCP,0,,,I,,mm
IN012190101,01-01-1901,PRCP,0,,,I,,mm
IN012190200,01-01-1901,PRCP,0,,,I,,mm
IN012190201,01-01-1901,PRCP,0,,,I,,mm
IN012190202,01-01-1901,PRCP,0,,,I,,mm
IN012190300,01-01-1901,PRCP,0,,,I,,mm
IN012190301,01-01-1901,PRCP,0,,,I,,mm
IN012190400,01-01-1901,PRCP,0,,,I,,mm
IN012190401,01-01-1901,PRCP,0,,,I,,mm
IN012190500,01-01-1901,PRCP,0,,,I,,mm
